"hgnc" "ensembl"
"RNF7" "ENSG00000114125"
"RNF7P1" "ENSG00000239831"
"RNF8" "ENSG00000112130"
"RNF10" "ENSG00000022840"
"RNF10P1" "ENSG00000230182"
"RNF11" "ENSG00000123091"
"RNF11P1" NA
"RNF11P2" "ENSG00000227563"
"RNF13" "ENSG00000082996"
"RNF14" "ENSG00000013561"
"RNF17" "ENSG00000132972"
"RNF19A" "ENSG00000034677"
"RNF19B" "ENSG00000116514"
"RNF19BPX" "ENSG00000227434"
"RNF19BPY" "ENSG00000225653"
"RNF20" "ENSG00000155827"
"RNF24" "ENSG00000101236"
"RNF25" "ENSG00000163481"
"RNF26" "ENSG00000173456"
"RNF31" "ENSG00000092098"
"RNF32" "ENSG00000105982"
"RNF33" NA
"RNF34" "ENSG00000170633"
"RNF35" NA
"RNF38" "ENSG00000137075"
"RNF39" "ENSG00000204618"
"RNF40" "ENSG00000103549"
"RNF41" "ENSG00000181852"
"RNF43" NA
"RNF44" "ENSG00000146083"
"RNF103" "ENSG00000239305"
"RNF103-CHMP3" "ENSG00000249884"
"RNF111" "ENSG00000157450"
"RNF112" "ENSG00000128482"
"RNF113A" "ENSG00000125352"
"RNF113B" "ENSG00000139797"
"RNF114" "ENSG00000124226"
"RNF115" "ENSG00000265491"
"RNF121" "ENSG00000137522"
"RNF122" "ENSG00000133874"
"RNF123" "ENSG00000164068"
"RNF125" "ENSG00000101695"
"RNF126" "ENSG00000070423"
"RNF126P1" "ENSG00000261192"
"RNF128" "ENSG00000133135"
"RNF130" "ENSG00000113269"
"RNF133" "ENSG00000188050"
"RNF135" "ENSG00000181481"
"RNF138" "ENSG00000134758"
"RNF138P1" "ENSG00000250853"
"RNF138P2" "ENSG00000271194"
"RNF139" "ENSG00000170881"
"RNF139-AS1" "ENSG00000245149"
"RNF141" "ENSG00000110315"
"RNF144A" "ENSG00000151692"
"RNF144A-AS1" "ENSG00000228203"
"RNF144B" "ENSG00000137393"
"RNF145" "ENSG00000145860"
"RNF146" "ENSG00000118518"
"RNF148" "ENSG00000235631"
"RNF149" "ENSG00000163162"
"RNF150" "ENSG00000170153"
"RNF151" "ENSG00000179580"
"RNF152" "ENSG00000176641"
"RNF152P1" "ENSG00000214190"
"RNF157" "ENSG00000141576"
"RNF157-AS1" NA
"RNF165" "ENSG00000141622"
"RNF165-IT1" NA
"RNF166" "ENSG00000158717"
"RNF167" "ENSG00000108523"
"RNF168" "ENSG00000163961"
"RNF169" "ENSG00000166439"
"RNF170" "ENSG00000120925"
"RNF175" "ENSG00000145428"
"RNF180" "ENSG00000164197"
"RNF181" "ENSG00000168894"
"RNF182" "ENSG00000180537"
"RNF183" "ENSG00000165188"
"RNF185" "ENSG00000138942"
"RNF185-AS1" "ENSG00000254835"
"RNF186" "ENSG00000178828"
"RNF187" "ENSG00000168159"
"RNF207" "ENSG00000158286"
"RNF208" "ENSG00000212864"
"RNF212" "ENSG00000178222"
"RNF212B" "ENSG00000215277"
"RNF213" "ENSG00000173821"
"RNF213-AS1" "ENSG00000263069"
"RNF214" "ENSG00000167257"
"RNF215" "ENSG00000099999"
"RNF216" "ENSG00000011275"
"RNF216-IT1" "ENSG00000237738"
"RNF216P1" "ENSG00000196204"
"RNF217" "ENSG00000146373"
"RNF217-AS1" "ENSG00000236548"
"RNF220" "ENSG00000187147"
"RNF222" "ENSG00000189051"
"RNF223" "ENSG00000237330"
"RNF224" "ENSG00000233198"
"RNF225" "ENSG00000269855"
"RNF227" "ENSG00000179859"
"RNFT1" "ENSG00000189050"
"RNFT1-DT" "ENSG00000267302"
"RNFT1P1" NA
"RNFT1P2" "ENSG00000233333"
"RNFT1P3" "ENSG00000187870"
"RNFT2" "ENSG00000135119"
"RNGTT" "ENSG00000111880"
"RNGTTP1" "ENSG00000237731"
"RNH1" "ENSG00000023191"
"RNLS" "ENSG00000184719"
"RNMT" "ENSG00000101654"
"RNMTL1P1" "ENSG00000231553"
"RNMTL1P2" "ENSG00000236195"
"RNN" NA
"RNNL" NA
"RNPC3" "ENSG00000185946"
"RNPC3P1" NA
"RNPEP" "ENSG00000176393"
"RNPEPL1" "ENSG00000142327"
"RNPS1" "ENSG00000205937"
"RNPS1P1" "ENSG00000250896"
"RNPU1Z" NA
"RNR1" NA
"RNR2" NA
"RNR3" NA
"RNR4" NA
"RNR5" NA
"RNRP1" NA
"RNRP2" NA
"RNS1" NA
"RNS2" NA
"RNS3" NA
"RNS4" NA
"RNS4I" NA
"RNS6" NA
"RNU1" NA
"RNU1-1" "ENSG00000206652"
"RNU1-2" "ENSG00000207005"
"RNU1-3" "ENSG00000207513"
"RNU1-4" "ENSG00000207389"
"RNU1-5P" "ENSG00000277234"
"RNU1-6P" "ENSG00000277344"
"RNU1-7P" "ENSG00000200975"
"RNU1-8P" "ENSG00000207056"
"RNU1-11P" "ENSG00000206702"
"RNU1-13P" NA
"RNU1-14P" "ENSG00000199629"
"RNU1-15P" "ENSG00000195024"
"RNU1-16P" "ENSG00000202347"
"RNU1-17P" "ENSG00000199892"
"RNU1-18P" "ENSG00000199932"
"RNU1-19P" "ENSG00000200176"
"RNU1-20P" "ENSG00000200184"
"RNU1-21P" "ENSG00000200197"
"RNU1-22P" "ENSG00000200204"
"RNU1-23P" "ENSG00000200231"
"RNU1-24P" "ENSG00000201155"
"RNU1-27P" "ENSG00000206596"
"RNU1-28P" "ENSG00000206588"
"RNU1-29P" "ENSG00000271739"
"RNU1-30P" "ENSG00000272020"
"RNU1-31P" "ENSG00000200745"
"RNU1-32P" "ENSG00000200807"
"RNU1-33P" "ENSG00000201119"
"RNU1-34P" "ENSG00000201291"
"RNU1-35P" "ENSG00000199652"
"RNU1-36P" "ENSG00000202000"
"RNU1-38P" "ENSG00000199687"
"RNU1-39P" "ENSG00000206624"
"RNU1-40P" "ENSG00000252625"
"RNU1-41P" "ENSG00000251970"
"RNU1-42P" "ENSG00000200903"
"RNU1-43P" "ENSG00000201922"
"RNU1-44P" "ENSG00000207182"
"RNU1-45P" "ENSG00000253000"
"RNU1-46P" "ENSG00000207154"
"RNU1-47P" "ENSG00000199836"
"RNU1-48P" "ENSG00000252209"
"RNU1-49P" "ENSG00000200338"
"RNU1-51P" "ENSG00000202215"
"RNU1-52P" "ENSG00000206917"
"RNU1-54P" "ENSG00000252990"
"RNU1-55P" "ENSG00000202380"
"RNU1-56P" "ENSG00000212605"
"RNU1-57P" "ENSG00000207220"
"RNU1-58P" "ENSG00000199283"
"RNU1-60P" NA
"RNU1-61P" "ENSG00000251916"
"RNU1-62P" "ENSG00000199469"
"RNU1-63P" "ENSG00000206629"
"RNU1-64P" "ENSG00000202313"
"RNU1-65P" "ENSG00000200789"
"RNU1-67P" "ENSG00000207175"
"RNU1-68P" "ENSG00000275229"
"RNU1-69P" NA
"RNU1-70P" "ENSG00000199488"
"RNU1-72P" "ENSG00000199846"
"RNU1-73P" "ENSG00000206698"
"RNU1-74P" "ENSG00000206835"
"RNU1-75P" "ENSG00000194297"
"RNU1-76P" "ENSG00000199773"
"RNU1-77P" "ENSG00000212170"
"RNU1-78P" "ENSG00000212550"
"RNU1-79P" "ENSG00000265223"
"RNU1-80P" "ENSG00000238898"
"RNU1-82P" "ENSG00000212153"
"RNU1-83P" "ENSG00000200296"
"RNU1-84P" "ENSG00000202317"
"RNU1-85P" "ENSG00000200997"
"RNU1-86P" "ENSG00000251917"
"RNU1-87P" "ENSG00000200597"
"RNU1-88P" "ENSG00000238554"
"RNU1-89P" "ENSG00000207322"
"RNU1-91P" "ENSG00000201616"
"RNU1-93P" "ENSG00000201574"
"RNU1-94P" "ENSG00000199497"
"RNU1-95P" "ENSG00000252166"
"RNU1-96P" "ENSG00000201033"
"RNU1-97P" "ENSG00000252681"
"RNU1-98P" "ENSG00000239023"
"RNU1-100P" "ENSG00000202125"
"RNU1-101P" "ENSG00000212473"
"RNU1-103P" "ENSG00000252311"
"RNU1-104P" "ENSG00000253089"
"RNU1-105P" "ENSG00000200340"
"RNU1-106P" "ENSG00000207110"
"RNU1-107P" "ENSG00000252426"
"RNU1-108P" "ENSG00000199426"
"RNU1-109P" "ENSG00000206687"
"RNU1-112P" "ENSG00000201271"
"RNU1-114P" "ENSG00000202167"
"RNU1-115P" "ENSG00000202199"
"RNU1-116P" "ENSG00000264259"
"RNU1-117P" "ENSG00000252850"
"RNU1-119P" "ENSG00000212424"
"RNU1-123P" "ENSG00000239194"
"RNU1-124P" "ENSG00000200731"
"RNU1-125P" "ENSG00000252561"
"RNU1-128P" "ENSG00000252513"
"RNU1-129P" "ENSG00000206791"
"RNU1-130P" "ENSG00000200800"
"RNU1-131P" "ENSG00000238833"
"RNU1-132P" "ENSG00000201170"
"RNU1-133P" "ENSG00000201737"
"RNU1-134P" "ENSG00000199805"
"RNU1-135P" NA
"RNU1-136P" "ENSG00000206908"
"RNU1-137P" NA
"RNU1-138P" "ENSG00000206820"
"RNU1-139P" "ENSG00000212609"
"RNU1-140P" "ENSG00000201910"
"RNU1-141P" "ENSG00000201493"
"RNU1-142P" "ENSG00000252491"
"RNU1-143P" "ENSG00000252105"
"RNU1-146P" "ENSG00000200885"
"RNU1-148P" "ENSG00000207201"
"RNU1-149P" "ENSG00000212172"
"RNU1-150P" "ENSG00000199361"
"RNU1-151P" "ENSG00000201142"
"RNU1-152P" NA
"RNU1-153P" "ENSG00000277678"
"RNU1-154P" "ENSG00000270384"
"RNU1-155P" "ENSG00000252135"
"RNU1A3" NA
"RNU1C2" NA
"RNU1D2" NA
"RNU1E2" NA
"RNU1F1" NA
"RNU1G2" NA
"RNU1G4" NA
"RNU1P1" NA
"RNU1P3" NA
"RNU1P4" NA
"RNU1P9" NA
"RNU2-1" NA
"RNU2-2P" "ENSG00000222328"
"RNU2-3P" "ENSG00000222076"
"RNU2-4P" "ENSG00000277084"
"RNU2-5P" "ENSG00000222465"
"RNU2-6P" "ENSG00000223336"
"RNU2-7P" "ENSG00000222726"
"RNU2-8P" "ENSG00000222659"
"RNU2-9P" "ENSG00000222126"
"RNU2-10P" "ENSG00000252184"
"RNU2-11P" "ENSG00000239122"
"RNU2-12P" "ENSG00000253025"
"RNU2-13P" "ENSG00000251718"
"RNU2-14P" "ENSG00000222985"
"RNU2-15P" "ENSG00000222624"
"RNU2-16P" "ENSG00000222644"
"RNU2-17P" "ENSG00000222222"
"RNU2-18P" "ENSG00000223156"
"RNU2-19P" "ENSG00000253097"
"RNU2-20P" "ENSG00000222357"
"RNU2-21P" "ENSG00000222300"
"RNU2-22P" "ENSG00000223198"
"RNU2-23P" "ENSG00000222477"
"RNU2-24P" "ENSG00000252639"
"RNU2-25P" "ENSG00000222973"
"RNU2-26P" "ENSG00000222440"
"RNU2-27P" "ENSG00000251994"
"RNU2-28P" "ENSG00000222389"
"RNU2-29P" "ENSG00000222355"
"RNU2-30P" "ENSG00000252018"
"RNU2-31P" "ENSG00000252763"
"RNU2-32P" "ENSG00000223125"
"RNU2-33P" "ENSG00000222276"
"RNU2-34P" "ENSG00000252343"
"RNU2-35P" "ENSG00000252255"
"RNU2-36P" "ENSG00000222293"
"RNU2-37P" "ENSG00000222627"
"RNU2-38P" "ENSG00000222788"
"RNU2-39P" "ENSG00000222536"
"RNU2-40P" "ENSG00000222765"
"RNU2-41P" "ENSG00000222923"
"RNU2-42P" "ENSG00000222629"
"RNU2-43P" "ENSG00000222238"
"RNU2-44P" "ENSG00000252604"
"RNU2-45P" "ENSG00000251877"
"RNU2-46P" "ENSG00000252847"
"RNU2-47P" "ENSG00000222581"
"RNU2-48P" "ENSG00000222626"
"RNU2-49P" "ENSG00000222598"
"RNU2-50P" "ENSG00000222426"
"RNU2-51P" "ENSG00000222640"
"RNU2-52P" "ENSG00000222612"
"RNU2-53P" "ENSG00000252066"
"RNU2-54P" "ENSG00000222231"
"RNU2-55P" "ENSG00000223078"
"RNU2-56P" "ENSG00000252635"
"RNU2-57P" "ENSG00000252468"
"RNU2-58P" "ENSG00000252212"
"RNU2-59P" "ENSG00000222414"
"RNU2-60P" "ENSG00000253099"
"RNU2-61P" "ENSG00000223001"
"RNU2-62P" "ENSG00000222800"
"RNU2-63P" "ENSG00000222724"
"RNU2-64P" "ENSG00000223247"
"RNU2-65P" "ENSG00000222094"
"RNU2-66P" "ENSG00000222582"
"RNU2-67P" NA
"RNU2-68P" "ENSG00000222810"
"RNU2-69P" "ENSG00000251870"
"RNU2-70P" "ENSG00000222650"
"RNU2-71P" "ENSG00000223327"
"RNU2-72P" "ENSG00000223107"
"RNU3" NA
"RNU3A2" NA
"RNU3A3" NA
"RNU3B1" NA
"RNU3B2" NA
"RNU3B3" NA
"RNU3B4" NA
"RNU4-1" "ENSG00000200795"
"RNU4-1B" NA
"RNU4-2" "ENSG00000202538"
"RNU4-3P" NA
"RNU4-4P" "ENSG00000201458"
"RNU4-5P" "ENSG00000272160"
"RNU4-6P" "ENSG00000222736"
"RNU4-7P" "ENSG00000201628"
"RNU4-8P" "ENSG00000201806"
"RNU4-9P" "ENSG00000201821"
"RNU4-10P" "ENSG00000201253"
"RNU4-11P" "ENSG00000202157"
"RNU4-12P" "ENSG00000202103"
"RNU4-13P" "ENSG00000200889"
"RNU4-14P" "ENSG00000222790"
"RNU4-15P" "ENSG00000199483"
"RNU4-16P" "ENSG00000201607"
"RNU4-17P" "ENSG00000202468"
"RNU4-18P" "ENSG00000252560"
"RNU4-19P" NA
"RNU4-20P" "ENSG00000202471"
"RNU4-21P" "ENSG00000199672"
"RNU4-22P" "ENSG00000222990"
"RNU4-23P" "ENSG00000199709"
"RNU4-24P" "ENSG00000201435"
"RNU4-25P" "ENSG00000222501"
"RNU4-26P" "ENSG00000222202"
"RNU4-27P" "ENSG00000222821"
"RNU4-28P" "ENSG00000201609"
"RNU4-29P" "ENSG00000251752"
"RNU4-30P" "ENSG00000222177"
"RNU4-31P" "ENSG00000206938"
"RNU4-32P" "ENSG00000200274"
"RNU4-33P" "ENSG00000201186"
"RNU4-34P" "ENSG00000222363"
"RNU4-35P" "ENSG00000199458"
"RNU4-36P" "ENSG00000201164"
"RNU4-37P" "ENSG00000222146"
"RNU4-38P" "ENSG00000201342"
"RNU4-39P" "ENSG00000199325"
"RNU4-40P" "ENSG00000201221"
"RNU4-41P" "ENSG00000201296"
"RNU4-42P" "ENSG00000201608"
"RNU4-43P" "ENSG00000222560"
"RNU4-44P" "ENSG00000199920"
"RNU4-45P" "ENSG00000202339"
"RNU4-46P" "ENSG00000222750"
"RNU4-47P" "ENSG00000222808"
"RNU4-48P" "ENSG00000202429"
"RNU4-49P" "ENSG00000251889"
"RNU4-50P" "ENSG00000201231"
"RNU4-51P" "ENSG00000201076"
"RNU4-52P" "ENSG00000206936"
"RNU4-53P" "ENSG00000222760"
"RNU4-54P" "ENSG00000252237"
"RNU4-55P" "ENSG00000222663"
"RNU4-56P" "ENSG00000201570"
"RNU4-57P" "ENSG00000251789"
"RNU4-58P" "ENSG00000200062"
"RNU4-59P" "ENSG00000201317"
"RNU4-60P" "ENSG00000253048"
"RNU4-61P" "ENSG00000223175"
"RNU4-62P" "ENSG00000222057"
"RNU4-63P" "ENSG00000223245"
"RNU4-64P" "ENSG00000222727"
"RNU4-65P" "ENSG00000222405"
"RNU4-66P" "ENSG00000202069"
"RNU4-67P" "ENSG00000201439"
"RNU4-68P" "ENSG00000201184"
"RNU4-69P" "ENSG00000222609"
"RNU4-70P" "ENSG00000207309"
"RNU4-71P" "ENSG00000252067"
"RNU4-72P" "ENSG00000222686"
"RNU4-73P" "ENSG00000200034"
"RNU4-74P" "ENSG00000223212"
"RNU4-75P" "ENSG00000201491"
"RNU4-76P" "ENSG00000201379"
"RNU4-77P" "ENSG00000252501"
"RNU4-78P" "ENSG00000222872"
"RNU4-79P" "ENSG00000199634"
"RNU4-80P" "ENSG00000200070"
"RNU4-81P" "ENSG00000200431"
"RNU4-82P" "ENSG00000199313"
"RNU4-83P" "ENSG00000222795"
"RNU4-84P" "ENSG00000201070"
"RNU4-85P" "ENSG00000201545"
"RNU4-86P" "ENSG00000222067"
"RNU4-87P" "ENSG00000200974"
"RNU4-88P" "ENSG00000223152"
"RNU4-89P" "ENSG00000272359"
"RNU4-90P" "ENSG00000199643"
"RNU4-91P" "ENSG00000201648"
"RNU4-92P" "ENSG00000200653"
"RNU4A" NA
"RNU4ATAC" "ENSG00000264229"
"RNU4ATAC2P" "ENSG00000221601"
"RNU4ATAC3P" "ENSG00000252508"
"RNU4ATAC4P" "ENSG00000252116"
"RNU4ATAC5P" "ENSG00000253035"
"RNU4ATAC6P" "ENSG00000252401"
"RNU4ATAC7P" "ENSG00000252089"
"RNU4ATAC8P" "ENSG00000252005"
"RNU4ATAC9P" "ENSG00000252955"
"RNU4ATAC10P" "ENSG00000252776"
"RNU4ATAC11P" "ENSG00000251748"
"RNU4ATAC12P" "ENSG00000252269"
"RNU4ATAC13P" "ENSG00000251741"
"RNU4ATAC14P" "ENSG00000252013"
"RNU4ATAC15P" "ENSG00000252224"
"RNU4ATAC16P" "ENSG00000221439"
"RNU4ATAC17P" "ENSG00000253081"
"RNU4ATAC18P" "ENSG00000251988"
"RNU5A-1" "ENSG00000199568"
"RNU5A-2P" "ENSG00000207065"
"RNU5A-3P" "ENSG00000254172"
"RNU5A-4P" "ENSG00000252397"
"RNU5A-5P" "ENSG00000222986"
"RNU5A-6P" "ENSG00000206863"
"RNU5A-7P" "ENSG00000251788"
"RNU5A-8P" "ENSG00000200972"
"RNU5B-1" "ENSG00000200156"
"RNU5B-2P" "ENSG00000199906"
"RNU5B-3P" "ENSG00000252410"
"RNU5B-4P" "ENSG00000200378"
"RNU5B-5P" NA
"RNU5B-6P" "ENSG00000252574"
"RNU5C" NA
"RNU5D-1" "ENSG00000200169"
"RNU5D-2P" "ENSG00000252521"
"RNU5E-1" "ENSG00000199347"
"RNU5E-2P" NA
"RNU5E-3P" "ENSG00000251722"
"RNU5E-4P" "ENSG00000201801"
"RNU5E-5P" "ENSG00000202249"
"RNU5E-6P" "ENSG00000202444"
"RNU5E-7P" "ENSG00000202160"
"RNU5E-8P" "ENSG00000200372"
"RNU5E-9P" "ENSG00000223096"
"RNU5E-10P" "ENSG00000200376"
"RNU5F-1" "ENSG00000199377"
"RNU5F-2P" "ENSG00000251875"
"RNU5F-3P" "ENSG00000200637"
"RNU5F-4P" "ENSG00000252390"
"RNU5F-5P" NA
"RNU5F-6P" "ENSG00000199849"
"RNU5F-7P" "ENSG00000200566"
"RNU5F-8P" "ENSG00000251750"
"RNU6-1" "ENSG00000206625"
"RNU6-2" "ENSG00000207357"
"RNU6-3P" "ENSG00000207041"
"RNU6-4P" "ENSG00000206932"
"RNU6-5P" "ENSG00000206965"
"RNU6-6P" "ENSG00000272055"
"RNU6-7" "ENSG00000201654"
"RNU6-8" "ENSG00000202337"
"RNU6-9" "ENSG00000207507"
"RNU6-10P" "ENSG00000206763"
"RNU6-11P" "ENSG00000201104"
"RNU6-12P" "ENSG00000207334"
"RNU6-13P" "ENSG00000206975"
"RNU6-14P" "ENSG00000207360"
"RNU6-15P" "ENSG00000207264"
"RNU6-16P" "ENSG00000207113"
"RNU6-17P" "ENSG00000206972"
"RNU6-18P" "ENSG00000207257"
"RNU6-19P" "ENSG00000207449"
"RNU6-20P" "ENSG00000206833"
"RNU6-21P" "ENSG00000207441"
"RNU6-22P" "ENSG00000207083"
"RNU6-23P" "ENSG00000200153"
"RNU6-24P" "ENSG00000207169"
"RNU6-25P" "ENSG00000206600"
"RNU6-26P" "ENSG00000206712"
"RNU6-27P" "ENSG00000251955"
"RNU6-28P" "ENSG00000199248"
"RNU6-29P" "ENSG00000207367"
"RNU6-30P" "ENSG00000207291"
"RNU6-31P" "ENSG00000207116"
"RNU6-32P" "ENSG00000206675"
"RNU6-33P" "ENSG00000207524"
"RNU6-34P" "ENSG00000201744"
"RNU6-35P" "ENSG00000207260"
"RNU6-36P" "ENSG00000206899"
"RNU6-37P" "ENSG00000199562"
"RNU6-38P" "ENSG00000206812"
"RNU6-39P" "ENSG00000207072"
"RNU6-40P" "ENSG00000206981"
"RNU6-41P" "ENSG00000207472"
"RNU6-42P" "ENSG00000206892"
"RNU6-43P" "ENSG00000207029"
"RNU6-44P" "ENSG00000206772"
"RNU6-45P" "ENSG00000207200"
"RNU6-46P" "ENSG00000206587"
"RNU6-47P" "ENSG00000206593"
"RNU6-48P" "ENSG00000206888"
"RNU6-49P" "ENSG00000206983"
"RNU6-50P" "ENSG00000199226"
"RNU6-51P" NA
"RNU6-52P" NA
"RNU6-53P" "ENSG00000202237"
"RNU6-54P" "ENSG00000202433"
"RNU6-55P" "ENSG00000223024"
"RNU6-56P" "ENSG00000252795"
"RNU6-57P" "ENSG00000223280"
"RNU6-58P" "ENSG00000252952"
"RNU6-59P" "ENSG00000207518"
"RNU6-60P" "ENSG00000201662"
"RNU6-61P" "ENSG00000202398"
"RNU6-62P" "ENSG00000252335"
"RNU6-63P" "ENSG00000252499"
"RNU6-64P" "ENSG00000252928"
"RNU6-65P" "ENSG00000252141"
"RNU6-66P" "ENSG00000200267"
"RNU6-67P" "ENSG00000222791"
"RNU6-68P" "ENSG00000252385"
"RNU6-69P" NA
"RNU6-70P" "ENSG00000252247"
"RNU6-71P" "ENSG00000207203"
"RNU6-72P" "ENSG00000207012"
"RNU6-73P" "ENSG00000207330"
"RNU6-74P" "ENSG00000206962"
"RNU6-75P" "ENSG00000251753"
"RNU6-76P" "ENSG00000206787"
"RNU6-77P" "ENSG00000222486"
"RNU6-78P" "ENSG00000199767"
"RNU6-79P" "ENSG00000199381"
"RNU6-80P" "ENSG00000206922"
"RNU6-81P" "ENSG00000202478"
"RNU6-82P" "ENSG00000200840"
"RNU6-83P" "ENSG00000207298"
"RNU6-84P" "ENSG00000272445"
"RNU6-85P" "ENSG00000271932"
"RNU6-86P" "ENSG00000271923"
"RNU6-87P" "ENSG00000272028"
"RNU6-88P" "ENSG00000272507"
"RNU6-89P" "ENSG00000272262"
"RNU6-90P" "ENSG00000272337"
"RNU6-91P" "ENSG00000272439"
"RNU6-92P" "ENSG00000272393"
"RNU6-93P" NA
"RNU6-94P" "ENSG00000271819"
"RNU6-95P" "ENSG00000207428"
"RNU6-96P" NA
"RNU6-97P" "ENSG00000200257"
"RNU6-98P" "ENSG00000206900"
"RNU6-99P" "ENSG00000201591"
"RNU6-100P" "ENSG00000252414"
"RNU6-101P" "ENSG00000222255"
"RNU6-102P" "ENSG00000207214"
"RNU6-103P" "ENSG00000200556"
"RNU6-104P" "ENSG00000238509"
"RNU6-105P" "ENSG00000200779"
"RNU6-106P" "ENSG00000207134"
"RNU6-107P" "ENSG00000252452"
"RNU6-108P" "ENSG00000202428"
"RNU6-109P" "ENSG00000252173"
"RNU6-110P" "ENSG00000207237"
"RNU6-111P" "ENSG00000252988"
"RNU6-112P" "ENSG00000200469"
"RNU6-113P" "ENSG00000252462"
"RNU6-114P" "ENSG00000207435"
"RNU6-115P" "ENSG00000201180"
"RNU6-116P" "ENSG00000206769"
"RNU6-117P" "ENSG00000202285"
"RNU6-118P" "ENSG00000252361"
"RNU6-119P" "ENSG00000201752"
"RNU6-120P" "ENSG00000251886"
"RNU6-121P" "ENSG00000222457"
"RNU6-122P" "ENSG00000252627"
"RNU6-123P" "ENSG00000251972"
"RNU6-124P" NA
"RNU6-125P" "ENSG00000207234"
"RNU6-126P" "ENSG00000252494"
"RNU6-127P" "ENSG00000212199"
"RNU6-128P" "ENSG00000206703"
"RNU6-129P" "ENSG00000212324"
"RNU6-130P" "ENSG00000223044"
"RNU6-131P" "ENSG00000212446"
"RNU6-132P" "ENSG00000206590"
"RNU6-133P" "ENSG00000206716"
"RNU6-134P" NA
"RNU6-135P" "ENSG00000252578"
"RNU6-136P" "ENSG00000207393"
"RNU6-137P" "ENSG00000200550"
"RNU6-138P" "ENSG00000251761"
"RNU6-139P" "ENSG00000252449"
"RNU6-140P" "ENSG00000207296"
"RNU6-141P" "ENSG00000222431"
"RNU6-142P" "ENSG00000206746"
"RNU6-143P" "ENSG00000252751"
"RNU6-144P" "ENSG00000206678"
"RNU6-145P" "ENSG00000207307"
"RNU6-146P" "ENSG00000207332"
"RNU6-147P" "ENSG00000206710"
"RNU6-148P" "ENSG00000252823"
"RNU6-149P" NA
"RNU6-150P" "ENSG00000252046"
"RNU6-151P" "ENSG00000201028"
"RNU6-152P" "ENSG00000206764"
"RNU6-153P" "ENSG00000201292"
"RNU6-154P" "ENSG00000207033"
"RNU6-155P" "ENSG00000252156"
"RNU6-156P" "ENSG00000278331"
"RNU6-157P" "ENSG00000206684"
"RNU6-158P" "ENSG00000252913"
"RNU6-159P" "ENSG00000212382"
"RNU6-160P" "ENSG00000207321"
"RNU6-161P" "ENSG00000199921"
"RNU6-162P" "ENSG00000252037"
"RNU6-163P" "ENSG00000207124"
"RNU6-164P" "ENSG00000201474"
"RNU6-165P" "ENSG00000252979"
"RNU6-166P" "ENSG00000207099"
"RNU6-167P" "ENSG00000207019"
"RNU6-168P" "ENSG00000251998"
"RNU6-169P" "ENSG00000202206"
"RNU6-170P" "ENSG00000199702"
"RNU6-171P" "ENSG00000207082"
"RNU6-172P" "ENSG00000222932"
"RNU6-173P" "ENSG00000201085"
"RNU6-174P" "ENSG00000222338"
"RNU6-175P" "ENSG00000252705"
"RNU6-176P" "ENSG00000253005"
"RNU6-177P" "ENSG00000223189"
"RNU6-178P" "ENSG00000207361"
"RNU6-179P" "ENSG00000200220"
"RNU6-180P" "ENSG00000252506"
"RNU6-181P" "ENSG00000200095"
"RNU6-182P" "ENSG00000252779"
"RNU6-183P" "ENSG00000200331"
"RNU6-184P" "ENSG00000252323"
"RNU6-185P" "ENSG00000207150"
"RNU6-186P" NA
"RNU6-187P" "ENSG00000206866"
"RNU6-188P" "ENSG00000201077"
"RNU6-189P" "ENSG00000251929"
"RNU6-190P" "ENSG00000206881"
"RNU6-191P" "ENSG00000252104"
"RNU6-192P" "ENSG00000212555"
"RNU6-193P" "ENSG00000222909"
"RNU6-194P" "ENSG00000200732"
"RNU6-195P" "ENSG00000223284"
"RNU6-196P" "ENSG00000207042"
"RNU6-197P" "ENSG00000252489"
"RNU6-198P" "ENSG00000206985"
"RNU6-199P" "ENSG00000199824"
"RNU6-200P" "ENSG00000201613"
"RNU6-201P" "ENSG00000252909"
"RNU6-202P" "ENSG00000251807"
"RNU6-203P" "ENSG00000206765"
"RNU6-204P" "ENSG00000199335"
"RNU6-205P" "ENSG00000212160"
"RNU6-206P" "ENSG00000206843"
"RNU6-207P" "ENSG00000206864"
"RNU6-208P" "ENSG00000199301"
"RNU6-209P" "ENSG00000206845"
"RNU6-210P" "ENSG00000252752"
"RNU6-211P" "ENSG00000206774"
"RNU6-212P" "ENSG00000199512"
"RNU6-213P" "ENSG00000206778"
"RNU6-214P" "ENSG00000206857"
"RNU6-215P" "ENSG00000202039"
"RNU6-216P" "ENSG00000200152"
"RNU6-217P" "ENSG00000206891"
"RNU6-218P" "ENSG00000252929"
"RNU6-219P" "ENSG00000201598"
"RNU6-220P" "ENSG00000212221"
"RNU6-221P" "ENSG00000238493"
"RNU6-222P" "ENSG00000199308"
"RNU6-223P" "ENSG00000199700"
"RNU6-224P" "ENSG00000206782"
"RNU6-225P" "ENSG00000207343"
"RNU6-226P" "ENSG00000200648"
"RNU6-227P" "ENSG00000199735"
"RNU6-228P" "ENSG00000199570"
"RNU6-229P" "ENSG00000252423"
"RNU6-230P" "ENSG00000199327"
"RNU6-231P" "ENSG00000252931"
"RNU6-232P" "ENSG00000252953"
"RNU6-233P" "ENSG00000222777"
"RNU6-234P" "ENSG00000202099"
"RNU6-235P" "ENSG00000199514"
"RNU6-236P" "ENSG00000200756"
"RNU6-237P" "ENSG00000251794"
